lat,lng
-31.97608,115.81479133333333
-31.97608,115.81479133333333
-31.97608,115.81479133333333
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479133333333
-31.976079833333333,115.81479133333333
-31.976079666666667,115.81479133333333
-31.976079666666667,115.8147915
-31.976080666666668,115.81478933333334
-31.976080833333334,115.814789
-31.976081,115.814789
-31.976080833333334,115.81478933333334
-31.976080833333334,115.814789
-31.976081,115.814789
-31.976080833333334,115.81478916666667
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479133333333
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479133333333
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479133333333
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479133333333
-31.97608,115.81479133333333
-31.97608,115.81479133333333
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479133333333
-31.97608,115.81479116666667
-31.976079666666667,115.8147915
-31.9760795,115.81479183333333
-31.976079333333335,115.81479216666666
-31.9760795,115.814792
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479133333333
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479116666667
-31.9760795,115.81479116666667
-31.97608,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.81479116666667
-31.97608,115.81479116666667
-31.976079833333333,115.81479116666667
-31.97608,115.814791
-31.97608,115.81479116666667
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.976079833333333,115.81479116666667
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.81479116666667
-31.976079833333333,115.814791
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479133333333
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479133333333
-31.9760795,115.81479133333333
-31.976079666666667,115.81479116666667
-31.976079666666667,115.81479116666667
-31.976079666666667,115.814791
-31.9760795,115.814791
-31.9760795,115.81479116666667
-31.9760795,115.81479116666667
-31.9760795,115.81479116666667
-31.976079333333335,115.81479116666667
-31.976079333333335,115.81479133333333
-31.976079333333335,115.81479133333333
-31.976079666666667,115.81479116666667
-31.976079833333333,115.81479116666667
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.97608,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.976079833333333,115.814791
-31.97608,115.81479083333333
-31.97608,115.81479083333333
-31.976079833333333,115.81479083333333
-31.97608,115.81479083333333
-31.976079833333333,115.81479083333333
-31.976079833333333,115.81479083333333
-31.97608,115.81479083333333
-31.97608,115.81479083333333
-31.97608,115.81479083333333
-31.976079833333333,115.814791
-31.97608,115.814791
-31.97608,115.81479083333333
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
-31.97608,115.814791
